ReturnID,OrderDetailID,OrderID,UserID,ProductID,Name,CategoryName,SubcategoryName,OrderDate,ReturnDate,ReturnedQuantity,UnitPrice,ReturnAmount,ReturnReason,ReturnStatus,SimulatedBonusData
RET007678,OD014145,ORD004782,USR00869,7,Premium Outerwear,Fashion & Apparel,Outerwear,2022-09-13,2022-09-16,1,76.99,76.99,Product did not meet expectations,Refunded,True
RET007679,OD014149,ORD004782,USR00869,78,Advanced Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,2022-09-13,2022-10-13,2,129.99,259.98,Product did not meet expectations,Refunded,True
RET007680,OD014235,ORD004810,USR00874,481,Eco Beauty Tools & Brushes,Health & Beauty,Beauty Tools & Brushes,2022-11-20,2022-11-28,2,170.79,341.58,Changed mind,Refunded,True
RET007681,OD014393,ORD004867,USR00885,725,Portable Outdoor Apparel,Sports & Outdoors,Outdoor Apparel,2022-05-05,2022-05-20,2,153.99,307.98,Product did not meet expectations,Refunded,True
RET007682,OD014527,ORD004907,USR00893,695,Pro Kitchenware,Home & Living,Kitchenware,2022-04-24,2022-05-18,3,58.99,176.97,Damaged item,Refunded,True
RET007683,OD014593,ORD004926,USR00897,749,Portable Outdoor Apparel,Sports & Outdoors,Outdoor Apparel,2022-12-02,2022-12-21,3,176.49,529.47,Damaged item,Refunded,True
RET007684,OD014713,ORD004965,USR00903,202,Deluxe Formal Wear,Fashion & Apparel,Formal Wear,2022-09-01,2022-09-28,1,157.49,157.49,Changed mind,Refunded,True
RET007685,OD014715,ORD004965,USR00903,796,Classic Camping Gear,Sports & Outdoors,Camping Gear,2022-09-01,2022-09-08,7,181.0,1267.0,Product did not meet expectations,Refunded,True
RET007686,OD014721,ORD004968,USR00903,474,Compact Men's Grooming,Health & Beauty,Men's Grooming,2022-10-28,2022-11-19,1,96.0,96.0,Changed mind,Refunded,True
RET007687,OD014761,ORD004982,USR00908,183,Eco Accessories,Fashion & Apparel,Accessories,2022-12-31,2023-01-07,1,130.99,130.99,Wrong size or fit,Refunded,True
RET007688,OD015135,ORD005114,USR00930,186,Advanced Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,2022-09-02,2022-09-09,3,62.79,188.37,Damaged item,Refunded,True
RET007689,OD015160,ORD005121,USR00931,688,Advanced Lighting & Lamps,Home & Living,Lighting & Lamps,2022-12-22,2022-12-29,12,188.79,2265.48,Changed mind,Refunded,True
RET007690,OD015214,ORD005139,USR00934,74,Classic Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2022-07-06,2022-07-20,5,58.99,294.95,Damaged item,Refunded,True
RET007691,OD015265,ORD005153,USR00936,309,Compact Laptops & Tablets,Technology & Gadgets,Laptops & Tablets,2022-12-24,2023-01-23,9,186.79,1681.11,Changed mind,Refunded,True
RET007692,OD015285,ORD005161,USR00938,267,Classic Formal Wear,Fashion & Apparel,Formal Wear,2022-12-11,2022-12-17,2,111.99,223.98,Wrong size or fit,Refunded,True
RET007693,OD015292,ORD005162,USR00939,29,Deluxe T-Shirts & Tops,Fashion & Apparel,T-Shirts & Tops,2022-02-21,2022-03-17,2,190.0,380.0,Product did not meet expectations,Refunded,True
RET007694,OD015305,ORD005166,USR00939,248,Ultra Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,2022-01-13,2022-01-28,2,159.0,318.0,Damaged item,Refunded,True
RET007695,OD015380,ORD005194,USR00944,788,Eco Water Sports Equipment,Sports & Outdoors,Water Sports Equipment,2022-10-28,2022-11-01,6,29.0,174.0,Product did not meet expectations,Refunded,True
RET007696,OD015431,ORD005214,USR00946,787,Eco Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,2022-05-24,2022-06-23,2,66.0,132.0,Damaged item,Refunded,True
RET007697,OD015467,ORD005227,USR00948,507,Compact Oral Care,Health & Beauty,Oral Care,2022-11-09,2022-12-08,2,136.79,273.58,Changed mind,Refunded,True
RET007698,OD015470,ORD005228,USR00949,435,Ultra Oral Care,Health & Beauty,Oral Care,2022-09-24,2022-10-24,1,24.49,24.49,Changed mind,Refunded,True
RET007699,OD015634,ORD005287,USR00963,753,Premium Water Sports Equipment,Sports & Outdoors,Water Sports Equipment,2022-12-11,2022-12-25,2,193.99,387.98,Incorrect item received,Refunded,True
RET007700,OD015663,ORD005296,USR00965,152,Pro Outerwear,Fashion & Apparel,Outerwear,2022-05-03,2022-05-30,2,177.79,355.58,Changed mind,Refunded,True
RET007701,OD015769,ORD005336,USR00973,297,Ultra Activewear,Fashion & Apparel,Activewear,2022-11-11,2022-11-28,2,26.99,53.98,Product did not meet expectations,Refunded,True
RET007702,OD015848,ORD005362,USR00980,592,Premium Wellness Supplements,Health & Beauty,Wellness Supplements,2022-02-06,2022-02-25,2,88.99,177.98,Changed mind,Refunded,True
RET007703,OD015866,ORD005370,USR00981,244,Ultra Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2022-02-18,2022-03-08,4,66.99,267.96,Product did not meet expectations,Refunded,True
RET007704,OD015923,ORD005389,USR00984,686,Classic Home Fragrances,Home & Living,Home Fragrances,2022-01-21,2022-02-01,3,182.49,547.47,Wrong size or fit,Refunded,True
RET007705,OD015927,ORD005392,USR00984,460,Deluxe Nail Care,Health & Beauty,Nail Care,2022-04-22,2022-04-30,9,118.49,1066.41,Wrong size or fit,Refunded,True
RET007706,OD015933,ORD005394,USR00984,111,Ultra Formal Wear,Fashion & Apparel,Formal Wear,2022-09-24,2022-09-30,1,107.49,107.49,Incorrect item received,Refunded,True
RET007707,OD016164,ORD005475,USR01000,319,Eco Smartphones & Accessories,Technology & Gadgets,Smartphones & Accessories,2022-07-14,2022-08-08,4,23.79,95.16,Product did not meet expectations,Refunded,True
RET007708,OD016399,ORD005547,USR01011,692,Classic Bedding & Linens,Home & Living,Bedding & Linens,2022-12-22,2023-01-21,8,17.79,142.32,Damaged item,Refunded,True
RET007709,OD016481,ORD005578,USR01018,221,Advanced Accessories,Fashion & Apparel,Accessories,2022-08-07,2022-08-13,1,93.99,93.99,Product did not meet expectations,Refunded,True
RET007710,OD016595,ORD005616,USR01024,649,Ultra Wellness Supplements,Health & Beauty,Wellness Supplements,2022-08-20,2022-08-31,2,175.49,350.98,Damaged item,Refunded,True
RET007711,OD016620,ORD005624,USR01026,323,Premium Virtual Reality Gear,Technology & Gadgets,Virtual Reality Gear,2022-07-13,2022-08-07,4,187.49,749.96,Product did not meet expectations,Refunded,True
RET007712,OD016621,ORD005624,USR01026,120,Advanced Activewear,Fashion & Apparel,Activewear,2022-07-13,2022-07-20,7,59.49,416.43,Product did not meet expectations,Refunded,True
RET007713,OD016674,ORD005639,USR01028,774,Deluxe Travel Accessories,Sports & Outdoors,Travel Accessories,2022-10-26,2022-10-29,3,63.0,189.0,Damaged item,Refunded,True
RET007714,OD016709,ORD005652,USR01031,737,Classic Water Sports Equipment,Sports & Outdoors,Water Sports Equipment,2022-12-24,2023-01-05,4,11.99,47.96,Incorrect item received,Refunded,True
RET007715,OD016752,ORD005669,USR01034,717,Advanced Winter Sports Gear,Sports & Outdoors,Winter Sports Gear,2022-01-14,2022-01-21,5,171.99,859.95,Wrong size or fit,Refunded,True
RET007716,OD017035,ORD005761,USR01050,332,Premium Wellness Supplements,Health & Beauty,Wellness Supplements,2022-09-06,2022-09-22,2,37.49,74.98,Changed mind,Refunded,True
RET007717,OD017065,ORD005772,USR01052,361,Ultra Skincare Products,Health & Beauty,Skincare Products,2022-06-10,2022-06-22,1,52.79,52.79,Damaged item,Refunded,True
RET007718,OD017081,ORD005779,USR01053,171,Portable Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2022-03-19,2022-04-09,1,113.99,113.99,Damaged item,Refunded,True
RET007719,OD017103,ORD005788,USR01054,643,Premium Wellness Supplements,Health & Beauty,Wellness Supplements,2022-12-24,2023-01-07,3,148.0,444.0,Wrong size or fit,Refunded,True
RET007720,OD017182,ORD005811,USR01058,160,Compact Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,2022-04-14,2022-04-24,2,69.99,139.98,Changed mind,Refunded,True
RET007721,OD017201,ORD005818,USR01061,244,Ultra Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2022-06-18,2022-07-16,3,66.99,200.97,Changed mind,Refunded,True
RET007722,OD017234,ORD005830,USR01064,110,Ultra Activewear,Fashion & Apparel,Activewear,2022-01-05,2022-01-28,4,43.49,173.96,Product did not meet expectations,Refunded,True
RET007723,OD017256,ORD005838,USR01066,732,Premium Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,2022-07-15,2022-08-07,2,21.49,42.98,Product did not meet expectations,Refunded,True
RET007724,OD017274,ORD005845,USR01067,477,Classic Haircare Products,Health & Beauty,Haircare Products,2022-04-01,2022-04-19,2,48.79,97.58,Changed mind,Refunded,True
RET007725,OD017332,ORD005866,USR01071,632,Compact Makeup & Cosmetics,Health & Beauty,Makeup & Cosmetics,2022-10-19,2022-10-28,3,135.0,405.0,Changed mind,Refunded,True
RET007726,OD017373,ORD005876,USR01073,708,Eco Kitchenware,Home & Living,Kitchenware,2022-11-11,2022-11-30,1,190.0,190.0,Damaged item,Refunded,True
RET007727,OD017519,ORD005921,USR01080,468,Advanced Makeup & Cosmetics,Health & Beauty,Makeup & Cosmetics,2022-07-27,2022-08-14,2,16.49,32.98,Damaged item,Refunded,True
RET007728,OD017655,ORD005965,USR01088,15,Eco Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,2022-02-02,2022-02-24,2,62.49,124.98,Product did not meet expectations,Refunded,True
RET007729,OD017673,ORD005971,USR01089,157,Classic Swimwear,Fashion & Apparel,Swimwear,2022-01-29,2022-02-10,9,171.99,1547.91,Product did not meet expectations,Refunded,True
RET007730,OD017688,ORD005975,USR01090,60,Portable Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,2022-09-23,2022-10-20,1,65.99,65.99,Changed mind,Refunded,True
RET007731,OD017700,ORD005978,USR01091,302,Classic Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,2022-11-27,2022-12-01,5,86.0,430.0,Product did not meet expectations,Refunded,True
RET007732,OD017777,ORD006000,USR01096,178,Premium Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2022-11-18,2022-11-21,9,114.49,1030.41,Product did not meet expectations,Refunded,True
RET007733,OD017780,ORD006001,USR01097,768,Ultra Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,2022-06-28,2022-07-20,3,180.99,542.97,Changed mind,Refunded,True
RET007734,OD017810,ORD006011,USR01098,500,Eco Makeup & Cosmetics,Health & Beauty,Makeup & Cosmetics,2022-04-26,2022-05-22,1,176.99,176.99,Product did not meet expectations,Refunded,True
RET007735,OD017819,ORD006014,USR01099,538,Compact Beauty Tools & Brushes,Health & Beauty,Beauty Tools & Brushes,2022-04-17,2022-05-11,1,174.99,174.99,Product did not meet expectations,Refunded,True
RET007736,OD017828,ORD006017,USR01099,205,Ultra Outerwear,Fashion & Apparel,Outerwear,2022-04-22,2022-05-13,3,32.0,96.0,Changed mind,Refunded,True
RET007737,OD017831,ORD006017,USR01099,49,Portable Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2022-04-22,2022-04-29,10,93.0,930.0,Product did not meet expectations,Refunded,True
RET007738,OD017837,ORD006019,USR01099,22,Ultra Swimwear,Fashion & Apparel,Swimwear,2022-02-20,2022-03-05,2,49.79,99.58,Product did not meet expectations,Refunded,True
RET007739,OD017892,ORD006036,USR01104,455,Compact Skincare Products,Health & Beauty,Skincare Products,2022-04-25,2022-05-24,2,110.0,220.0,Incorrect item received,Refunded,True
RET007740,OD017902,ORD006039,USR01104,364,Pro Bath & Body Products,Health & Beauty,Bath & Body Products,2022-06-29,2022-07-18,1,78.0,78.0,Product did not meet expectations,Refunded,True
RET007741,OD017944,ORD006054,USR01107,386,Premium Oral Care,Health & Beauty,Oral Care,2022-09-02,2022-09-19,1,18.99,18.99,Changed mind,Refunded,True
RET007742,OD017945,ORD006054,USR01107,721,Portable Yoga & Pilates Accessories,Sports & Outdoors,Yoga & Pilates Accessories,2022-09-02,2022-09-09,2,125.0,250.0,Product did not meet expectations,Refunded,True
RET007743,OD017982,ORD006067,USR01109,481,Eco Beauty Tools & Brushes,Health & Beauty,Beauty Tools & Brushes,2022-11-29,2022-12-11,3,170.79,512.37,Changed mind,Refunded,True
RET007744,OD018064,ORD006094,USR01112,370,Portable Makeup & Cosmetics,Health & Beauty,Makeup & Cosmetics,2022-02-06,2022-02-14,1,89.79,89.79,Changed mind,Refunded,True
RET007745,OD018103,ORD006108,USR01115,259,Compact Outerwear,Fashion & Apparel,Outerwear,2022-11-06,2022-11-26,1,54.49,54.49,Incorrect item received,Refunded,True
RET007746,OD018104,ORD006108,USR01115,119,Eco Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2022-11-06,2022-11-23,1,79.79,79.79,Product did not meet expectations,Refunded,True
RET007747,OD018122,ORD006114,USR01116,693,Pro Bedding & Linens,Home & Living,Bedding & Linens,2022-02-14,2022-02-21,2,188.49,376.98,Wrong size or fit,Refunded,True
RET007748,OD018431,ORD006217,USR01138,236,Deluxe Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,2022-12-17,2023-01-07,3,27.99,83.97,Product did not meet expectations,Refunded,True
RET007749,OD018433,ORD006217,USR01138,229,Premium Accessories,Fashion & Apparel,Accessories,2022-12-17,2023-01-05,1,51.79,51.79,Product did not meet expectations,Refunded,True
RET007750,OD018462,ORD006224,USR01140,562,Eco Nail Care,Health & Beauty,Nail Care,2022-01-15,2022-02-10,6,40.99,245.94,Product did not meet expectations,Refunded,True
RET007751,OD018512,ORD006242,USR01141,342,Classic Nail Care,Health & Beauty,Nail Care,2022-05-27,2022-06-08,2,157.0,314.0,Product did not meet expectations,Refunded,True
RET007752,OD018569,ORD006262,USR01145,710,Portable Planters & Gardening,Home & Living,Planters & Gardening,2022-10-07,2022-10-18,3,35.79,107.37,Changed mind,Refunded,True
RET007753,OD018608,ORD006274,USR01147,222,Classic Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2022-12-23,2023-01-12,1,94.0,94.0,Incorrect item received,Refunded,True
RET007754,OD018702,ORD006304,USR01151,174,Ultra T-Shirts & Tops,Fashion & Apparel,T-Shirts & Tops,2022-01-03,2022-01-07,3,27.0,81.0,Damaged item,Refunded,True
RET007755,OD018795,ORD006341,USR01159,408,Compact Skincare Products,Health & Beauty,Skincare Products,2022-02-02,2022-02-19,3,159.79,479.37,Changed mind,Refunded,True
RET007756,OD018798,ORD006342,USR01159,475,Deluxe Nail Care,Health & Beauty,Nail Care,2022-05-26,2022-06-13,4,99.99,399.96,Wrong size or fit,Refunded,True
RET007757,OD018836,ORD006354,USR01163,50,Ultra Swimwear,Fashion & Apparel,Swimwear,2022-09-16,2022-09-27,2,121.0,242.0,Changed mind,Refunded,True
RET007758,OD018919,ORD006386,USR01171,230,Premium Outerwear,Fashion & Apparel,Outerwear,2022-02-09,2022-02-17,5,105.49,527.45,Product did not meet expectations,Refunded,True
RET007759,OD018960,ORD006399,USR01173,652,Ultra Makeup & Cosmetics,Health & Beauty,Makeup & Cosmetics,2022-02-03,2022-02-10,2,167.49,334.98,Changed mind,Refunded,True
RET007760,OD018969,ORD006402,USR01173,155,Ultra Outerwear,Fashion & Apparel,Outerwear,2022-01-31,2022-02-09,3,25.79,77.37,Incorrect item received,Refunded,True
RET007761,OD018976,ORD006404,USR01174,572,Premium Nail Care,Health & Beauty,Nail Care,2022-03-03,2022-03-11,1,169.79,169.79,Product did not meet expectations,Refunded,True
RET007762,OD019104,ORD006450,USR01185,194,Eco Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,2022-05-02,2022-05-30,1,137.99,137.99,Incorrect item received,Refunded,True
RET007763,OD019132,ORD006458,USR01187,667,Pro Bedding & Linens,Home & Living,Bedding & Linens,2022-07-02,2022-07-31,3,20.49,61.47,Wrong size or fit,Refunded,True
RET007764,OD019133,ORD006458,USR01187,268,Classic Swimwear,Fashion & Apparel,Swimwear,2022-07-02,2022-07-18,1,182.79,182.79,Wrong size or fit,Refunded,True
RET007765,OD019175,ORD006471,USR01188,424,Premium Wellness Supplements,Health & Beauty,Wellness Supplements,2022-05-19,2022-05-29,1,148.99,148.99,Product did not meet expectations,Refunded,True
RET007766,OD019238,ORD006493,USR01193,783,Premium Team Sports Equipment,Sports & Outdoors,Team Sports Equipment,2022-09-14,2022-09-28,1,28.99,28.99,Product did not meet expectations,Refunded,True
RET007767,OD019369,ORD006536,USR01201,84,Eco Activewear,Fashion & Apparel,Activewear,2022-08-07,2022-08-17,3,74.49,223.47,Wrong size or fit,Refunded,True
RET007768,OD019453,ORD006561,USR01207,279,Portable Swimwear,Fashion & Apparel,Swimwear,2022-02-05,2022-02-17,3,109.0,327.0,Product did not meet expectations,Refunded,True
RET007769,OD019545,ORD006593,USR01215,570,Portable Fragrances,Health & Beauty,Fragrances,2022-05-03,2022-05-27,4,68.49,273.96,Changed mind,Refunded,True
RET007770,OD019578,ORD006603,USR01216,664,Portable Storage Solutions,Home & Living,Storage Solutions,2022-05-28,2022-06-06,4,14.99,59.96,Wrong size or fit,Refunded,True
RET007771,OD019584,ORD006605,USR01217,171,Portable Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2022-06-25,2022-07-14,2,113.99,227.98,Wrong size or fit,Refunded,True
RET007772,OD019593,ORD006608,USR01217,191,Eco Formal Wear,Fashion & Apparel,Formal Wear,2022-07-10,2022-08-08,1,195.99,195.99,Wrong size or fit,Refunded,True
RET007773,OD019630,ORD006618,USR01219,284,Advanced Swimwear,Fashion & Apparel,Swimwear,2022-03-08,2022-03-30,5,99.49,497.45,Wrong size or fit,Refunded,True
RET007774,OD019677,ORD006635,USR01223,261,Advanced Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2022-06-07,2022-06-23,1,93.79,93.79,Changed mind,Refunded,True
RET007775,OD019917,ORD006714,USR01238,444,Classic Skincare Products,Health & Beauty,Skincare Products,2022-06-06,2022-06-19,4,137.99,551.96,Changed mind,Refunded,True
RET007776,OD020182,ORD006809,USR01254,720,Eco Travel Accessories,Sports & Outdoors,Travel Accessories,2022-10-17,2022-10-31,2,131.79,263.58,Damaged item,Refunded,True
RET007777,OD020213,ORD006820,USR01257,26,Eco Swimwear,Fashion & Apparel,Swimwear,2022-11-19,2022-12-09,2,122.99,245.98,Changed mind,Refunded,True
RET007778,OD020224,ORD006823,USR01258,721,Portable Yoga & Pilates Accessories,Sports & Outdoors,Yoga & Pilates Accessories,2022-01-02,2022-01-22,4,125.0,500.0,Damaged item,Refunded,True
RET007779,OD020327,ORD006857,USR01264,606,Advanced Bath & Body Products,Health & Beauty,Bath & Body Products,2022-03-15,2022-04-01,2,107.99,215.98,Product did not meet expectations,Refunded,True
RET007780,OD020333,ORD006858,USR01264,552,Compact Beauty Tools & Brushes,Health & Beauty,Beauty Tools & Brushes,2022-11-21,2022-12-16,3,25.79,77.37,Incorrect item received,Refunded,True
RET007781,OD020580,ORD006943,USR01278,165,Portable Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,2022-12-01,2022-12-18,3,113.49,340.47,Product did not meet expectations,Refunded,True
RET007782,OD020747,ORD006999,USR01288,36,Compact Swimwear,Fashion & Apparel,Swimwear,2022-11-09,2022-11-29,2,85.99,171.98,Changed mind,Refunded,True
RET007783,OD020748,ORD006999,USR01288,243,Compact Formal Wear,Fashion & Apparel,Formal Wear,2022-11-09,2022-11-27,1,148.49,148.49,Product did not meet expectations,Refunded,True
RET007784,OD020907,ORD007050,USR01296,344,Compact Wellness Supplements,Health & Beauty,Wellness Supplements,2022-05-07,2022-05-11,1,121.0,121.0,Product did not meet expectations,Refunded,True
RET007785,OD020923,ORD007054,USR01297,575,Compact Bath & Body Products,Health & Beauty,Bath & Body Products,2022-11-12,2022-11-23,1,191.79,191.79,Product did not meet expectations,Refunded,True
RET007786,OD021220,ORD007151,USR01315,440,Classic Bath & Body Products,Health & Beauty,Bath & Body Products,2022-06-24,2022-07-21,3,141.49,424.47,Changed mind,Refunded,True
RET007787,OD021222,ORD007151,USR01315,50,Ultra Swimwear,Fashion & Apparel,Swimwear,2022-06-24,2022-07-05,1,121.0,121.0,Wrong size or fit,Refunded,True
RET007788,OD021305,ORD007187,USR01323,679,Ultra Home Fragrances,Home & Living,Home Fragrances,2022-11-05,2022-12-02,1,34.49,34.49,Wrong size or fit,Refunded,True
RET007789,OD021348,ORD007202,USR01326,47,Pro Swimwear,Fashion & Apparel,Swimwear,2022-11-28,2022-12-24,4,89.99,359.96,Changed mind,Refunded,True
RET007790,OD021491,ORD007252,USR01336,253,Pro Formal Wear,Fashion & Apparel,Formal Wear,2022-03-15,2022-04-04,1,70.0,70.0,Product did not meet expectations,Refunded,True
RET007791,OD021516,ORD007259,USR01337,241,Classic Activewear,Fashion & Apparel,Activewear,2022-01-29,2022-02-27,1,108.0,108.0,Changed mind,Refunded,True
RET007792,OD021593,ORD007284,USR01342,695,Pro Kitchenware,Home & Living,Kitchenware,2022-10-22,2022-11-09,2,58.99,117.98,Changed mind,Refunded,True
RET007793,OD021761,ORD007340,USR01351,222,Classic Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2022-12-22,2022-12-31,7,94.0,658.0,Product did not meet expectations,Refunded,True
RET007794,OD021778,ORD007345,USR01352,744,Compact Winter Sports Gear,Sports & Outdoors,Winter Sports Gear,2022-10-02,2022-10-24,1,48.79,48.79,Product did not meet expectations,Refunded,True
RET007795,OD021831,ORD007359,USR01354,791,Compact Water Sports Equipment,Sports & Outdoors,Water Sports Equipment,2022-05-07,2022-06-01,4,153.49,613.96,Changed mind,Refunded,True
RET007796,OD021833,ORD007359,USR01354,66,Advanced Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,2022-05-07,2022-05-18,1,155.49,155.49,Changed mind,Refunded,True
RET007797,OD021906,ORD007387,USR01358,184,Deluxe Outerwear,Fashion & Apparel,Outerwear,2022-07-23,2022-08-16,2,177.99,355.98,Changed mind,Refunded,True
RET007798,OD021958,ORD007402,USR01360,338,Compact Haircare Products,Health & Beauty,Haircare Products,2022-09-29,2022-10-05,1,134.99,134.99,Changed mind,Refunded,True
RET007799,OD021996,ORD007414,USR01362,157,Classic Swimwear,Fashion & Apparel,Swimwear,2022-09-26,2022-10-09,9,171.99,1547.91,Wrong size or fit,Refunded,True
RET007800,OD022025,ORD007421,USR01363,21,Advanced Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,2022-08-18,2022-09-01,7,30.0,210.0,Wrong size or fit,Refunded,True
RET007801,OD022164,ORD007467,USR01372,245,Portable Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2022-02-23,2022-03-09,3,185.49,556.47,Wrong size or fit,Refunded,True
RET007802,OD022219,ORD007485,USR01375,281,Premium Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,2022-01-13,2022-01-30,2,81.49,162.98,Changed mind,Refunded,True
RET007803,OD022306,ORD007510,USR01380,69,Classic Outerwear,Fashion & Apparel,Outerwear,2022-03-22,2022-04-16,7,116.0,812.0,Changed mind,Refunded,True
RET007804,OD022334,ORD007521,USR01381,278,Compact T-Shirts & Tops,Fashion & Apparel,T-Shirts & Tops,2022-09-04,2022-09-24,3,11.79,35.37,Damaged item,Refunded,True
RET007805,OD022361,ORD007529,USR01383,739,Premium Travel Accessories,Sports & Outdoors,Travel Accessories,2022-07-18,2022-07-22,2,50.79,101.58,Product did not meet expectations,Refunded,True
RET007806,OD022389,ORD007538,USR01384,200,Deluxe Formal Wear,Fashion & Apparel,Formal Wear,2022-11-21,2022-12-16,3,17.0,51.0,Product did not meet expectations,Refunded,True
RET007807,OD022516,ORD007581,USR01395,667,Pro Bedding & Linens,Home & Living,Bedding & Linens,2022-07-11,2022-07-21,1,20.49,20.49,Wrong size or fit,Refunded,True
RET007808,OD022536,ORD007587,USR01396,494,Deluxe Haircare Products,Health & Beauty,Haircare Products,2022-04-09,2022-04-19,4,192.49,769.96,Incorrect item received,Refunded,True
RET007809,OD022673,ORD007634,USR01404,349,Eco Beauty Tools & Brushes,Health & Beauty,Beauty Tools & Brushes,2022-09-21,2022-10-17,2,98.79,197.58,Product did not meet expectations,Refunded,True
RET007810,OD022780,ORD007678,USR01413,242,Portable Activewear,Fashion & Apparel,Activewear,2022-07-06,2022-07-27,1,189.49,189.49,Changed mind,Refunded,True
RET007811,OD022861,ORD007704,USR01419,91,Pro T-Shirts & Tops,Fashion & Apparel,T-Shirts & Tops,2022-07-23,2022-08-09,2,97.0,194.0,Product did not meet expectations,Refunded,True
RET007812,OD022946,ORD007733,USR01422,113,Premium Formal Wear,Fashion & Apparel,Formal Wear,2022-09-23,2022-10-12,3,53.0,159.0,Product did not meet expectations,Refunded,True
RET007813,OD022959,ORD007738,USR01423,141,Advanced Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,2022-08-22,2022-09-04,4,180.0,720.0,Incorrect item received,Refunded,True
RET007814,OD023227,ORD007834,USR01441,199,Deluxe Swimwear,Fashion & Apparel,Swimwear,2022-08-17,2022-08-29,1,91.0,91.0,Changed mind,Refunded,True
RET007815,OD023249,ORD007840,USR01443,430,Premium Makeup & Cosmetics,Health & Beauty,Makeup & Cosmetics,2022-01-11,2022-02-07,5,161.99,809.95,Wrong size or fit,Refunded,True
RET007816,OD023277,ORD007848,USR01444,636,Classic Skincare Products,Health & Beauty,Skincare Products,2022-09-02,2022-09-30,2,50.0,100.0,Incorrect item received,Refunded,True
RET007817,OD023282,ORD007850,USR01445,440,Classic Bath & Body Products,Health & Beauty,Bath & Body Products,2022-04-23,2022-05-17,2,141.49,282.98,Changed mind,Refunded,True
RET007818,OD023375,ORD007874,USR01448,321,Classic Computer Components,Technology & Gadgets,Computer Components,2022-05-03,2022-05-11,3,102.79,308.37,Incorrect item received,Refunded,True
RET007819,OD023427,ORD007891,USR01451,576,Classic Wellness Supplements,Health & Beauty,Wellness Supplements,2022-04-30,2022-05-04,1,112.49,112.49,Damaged item,Refunded,True
RET007820,OD023516,ORD007923,USR01457,272,Pro Activewear,Fashion & Apparel,Activewear,2022-10-16,2022-10-23,2,111.49,222.98,Wrong size or fit,Refunded,True
RET007821,OD023523,ORD007926,USR01457,284,Advanced Swimwear,Fashion & Apparel,Swimwear,2022-09-25,2022-10-16,2,99.49,198.98,Product did not meet expectations,Refunded,True
RET007822,OD023551,ORD007935,USR01459,11,Pro Activewear,Fashion & Apparel,Activewear,2022-02-02,2022-02-24,1,163.99,163.99,Wrong size or fit,Refunded,True
RET007823,OD023594,ORD007952,USR01461,324,Classic Nail Care,Health & Beauty,Nail Care,2022-09-06,2022-10-06,1,127.0,127.0,Product did not meet expectations,Refunded,True
RET007824,OD023682,ORD007984,USR01469,561,Ultra Nail Care,Health & Beauty,Nail Care,2022-01-27,2022-02-13,2,26.79,53.58,Product did not meet expectations,Refunded,True
RET007825,OD023696,ORD007988,USR01471,175,Ultra Outerwear,Fashion & Apparel,Outerwear,2022-10-23,2022-11-20,1,103.0,103.0,Damaged item,Refunded,True
RET007826,OD023702,ORD007990,USR01471,156,Pro Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,2022-02-22,2022-02-28,1,72.99,72.99,Damaged item,Refunded,True
RET007827,OD023719,ORD007996,USR01472,708,Eco Kitchenware,Home & Living,Kitchenware,2022-04-17,2022-05-03,3,190.0,570.0,Incorrect item received,Refunded,True
RET007828,OD023778,ORD008018,USR01476,258,Portable T-Shirts & Tops,Fashion & Apparel,T-Shirts & Tops,2022-10-21,2022-11-05,2,110.49,220.98,Changed mind,Refunded,True
