UserID,Country,Continent,AgeGroup,IncomeGroup,Recency,Frequency,Monetary,RecencyScore,FrequencyScore,MonetaryScore,Segment
USR08148,France,Europe,35-44,25K-50K,429,5,8035.42,1,2,3,Hibernating
USR08149,India,Asia,35-44,50K-75K,125,10,10838.619999999999,3,4,4,Champions
USR08150,United Kingdom,Europe,25-34,50K-75K,1055,1,664.28,1,1,1,Hibernating
USR08151,United States,North America,25-34,25K-50K,701,4,2964.19,1,2,1,Hibernating
USR08152,France,Europe,45-54,50K-75K,413,4,3007.15,1,2,1,Hibernating
USR08153,Mexico,North America,25-34,50K-75K,14,8,7351.160000000001,4,4,3,Champions
USR08154,France,Europe,35-44,50K-75K,30,9,11830.31,4,4,4,Champions
USR08155,Australia,Oceania,25-34,50K-75K,310,9,12594.23,2,4,4,Loyal Customers
USR08156,United States,North America,25-34,50K-75K,94,4,2853.22,3,2,1,Potential Loyalists
USR08157,Australia,Oceania,35-44,25K-50K,88,2,940.04,3,1,1,Needs Attention
USR08158,Italy,Europe,25-34,25K-50K,77,10,13687.49,4,4,4,Champions
USR08159,Mexico,North America,45-54,50K-75K,875,2,3079.3,1,1,1,Hibernating
USR08160,United States,North America,25-34,50K-75K,53,8,7006.14,4,4,3,Champions
USR08161,Brazil,South America,35-44,25K-50K,254,10,9135.460000000001,2,4,4,Loyal Customers
USR08162,Israel,Asia,35-44,50K-75K,575,2,1878.92,1,1,1,Hibernating
USR08163,China,Asia,45-54,50K-75K,11,8,13256.4,4,4,4,Champions
USR08164,Australia,Oceania,35-44,25K-50K,63,3,3200.79,4,2,2,Potential Loyalists
USR08165,United States,North America,35-44,25K-50K,660,7,6310.22,1,3,3,At Risk
USR08166,Spain,Europe,35-44,25K-50K,560,4,10396.4,1,2,4,Hibernating
USR08167,Canada,North America,25-34,25K-50K,159,5,4407.92,3,2,2,Potential Loyalists
USR08168,Canada,North America,35-44,50K-75K,439,3,2074.02,1,2,1,Hibernating
USR08169,Germany,Europe,45-54,50K-75K,1360,1,1065.16,1,1,1,Hibernating
USR08170,Mexico,North America,25-34,50K-75K,201,9,10770.32,2,4,4,Loyal Customers
USR08171,Israel,Asia,35-44,50K-75K,18,5,7465.12,4,2,3,Potential Loyalists
USR08172,Mexico,North America,35-44,25K-50K,294,5,7411.64,2,2,3,Hibernating
USR08173,Brazil,South America,25-34,25K-50K,866,2,826.58,1,1,1,Hibernating
USR08174,Italy,Europe,25-34,25K-50K,75,7,6953.2,4,3,3,Champions
USR08175,China,Asia,35-44,25K-50K,69,6,6032.43,4,3,3,Champions
USR08176,Canada,North America,25-34,50K-75K,49,1,1043.9,4,1,1,Needs Attention
USR08177,Spain,Europe,35-44,25K-50K,93,6,3944.37,3,3,2,Loyal Customers
USR08178,Canada,North America,35-44,25K-50K,861,2,1663.81,1,1,1,Hibernating
USR08179,Mexico,North America,25-34,50K-75K,1273,1,395.43,1,1,1,Hibernating
USR08180,Spain,Europe,25-34,50K-75K,217,8,9415.92,2,4,4,Loyal Customers
USR08181,United States,North America,35-44,25K-50K,442,2,1555.3600000000001,1,1,1,Hibernating
USR08182,China,Asia,35-44,50K-75K,193,9,13607.62,3,4,4,Champions
USR08183,India,Asia,45-54,50K-75K,370,1,570.53,2,1,1,Hibernating
USR08184,Germany,Europe,25-34,25K-50K,570,3,3795.42,1,2,2,Hibernating
USR08185,United States,North America,35-44,25K-50K,1288,1,1477.61,1,1,1,Hibernating
USR08186,Canada,North America,25-34,50K-75K,173,10,13158.7,3,4,4,Champions
USR08187,Australia,Oceania,35-44,25K-50K,5,10,9757.970000000001,4,4,4,Champions
USR08188,United States,North America,35-44,50K-75K,1225,1,1021.47,1,1,1,Hibernating
USR08189,Israel,Asia,25-34,25K-50K,387,2,4055.5,2,1,2,Hibernating
USR08190,United Kingdom,Europe,35-44,50K-75K,244,5,6034.37,2,2,3,Hibernating
USR08191,Australia,Oceania,35-44,25K-50K,109,3,4173.08,3,2,2,Potential Loyalists
USR08192,United States,North America,25-34,25K-50K,280,5,9491.74,2,2,4,Hibernating
USR08193,United Kingdom,Europe,35-44,50K-75K,322,1,342.98,2,1,1,Hibernating
USR08194,United Kingdom,Europe,25-34,50K-75K,97,10,12143.050000000001,3,4,4,Champions
USR08195,China,Asia,45-54,25K-50K,1109,3,4226.65,1,2,2,Hibernating
USR08196,Italy,Europe,25-34,25K-50K,327,3,2238.2200000000003,2,2,1,Hibernating
USR08197,India,Asia,35-44,50K-75K,38,10,13415.0,4,4,4,Champions
USR08198,United Kingdom,Europe,35-44,75K+,817,2,3157.21,1,1,2,Hibernating
USR08199,Italy,Europe,25-34,25K-50K,1100,3,3657.36,1,2,2,Hibernating
USR08200,Israel,Asia,35-44,25K-50K,108,7,9359.32,3,3,4,Champions
USR08201,India,Asia,25-34,25K-50K,222,10,15068.17,2,4,4,Loyal Customers
USR08202,United Kingdom,Europe,35-44,25K-50K,137,7,9619.48,3,3,4,Champions
USR08203,Italy,Europe,35-44,25K-50K,204,2,298.43,2,1,1,Hibernating
USR08204,India,Asia,35-44,50K-75K,560,1,923.16,1,1,1,Hibernating
USR08205,United Kingdom,Europe,35-44,25K-50K,397,8,9955.57,2,4,4,Loyal Customers
USR08206,China,Asia,35-44,50K-75K,182,10,13080.2,3,4,4,Champions
USR08207,Germany,Europe,35-44,50K-75K,268,3,2956.17,2,2,1,Hibernating
USR08208,United Kingdom,Europe,25-34,50K-75K,76,10,16163.11,4,4,4,Champions
USR08209,Israel,Asia,35-44,25K-50K,221,5,5608.030000000001,2,2,2,Hibernating
USR08210,Australia,Oceania,35-44,25K-50K,981,2,3400.16,1,1,2,Hibernating
USR08211,France,Europe,45-54,50K-75K,783,1,1592.27,1,1,1,Hibernating
USR08212,United States,North America,45-54,25K-50K,602,1,2569.94,1,1,1,Hibernating
USR08213,Mexico,North America,18-24,50K-75K,238,2,3792.5699999999997,2,1,2,Hibernating
USR08214,India,Asia,25-34,25K-50K,66,10,14923.41,4,4,4,Champions
USR08215,Italy,Europe,25-34,25K-50K,8,7,9830.97,4,3,4,Champions
USR08216,United States,North America,18-24,50K-75K,647,2,1782.05,1,1,1,Hibernating
USR08217,Canada,North America,25-34,Up to 25K,897,1,1349.84,1,1,1,Hibernating
USR08218,United States,North America,25-34,25K-50K,1185,1,358.0,1,1,1,Hibernating
USR08219,Australia,Oceania,18-24,25K-50K,54,9,8050.54,4,4,3,Champions
USR08220,Spain,Europe,35-44,50K-75K,1189,1,2305.3,1,1,1,Hibernating
USR08221,Germany,Europe,35-44,50K-75K,518,3,1039.73,1,2,1,Hibernating
USR08222,Israel,Asia,25-34,50K-75K,435,2,1427.49,1,1,1,Hibernating
USR08223,Canada,North America,35-44,25K-50K,145,9,8690.050000000001,3,4,3,Champions
USR08224,France,Europe,35-44,50K-75K,911,4,6714.16,1,2,3,Hibernating
USR08225,United States,North America,35-44,50K-75K,326,7,7782.610000000001,2,3,3,Loyal Customers
USR08226,Australia,Oceania,35-44,25K-50K,235,1,1421.4,2,1,1,Hibernating
USR08227,France,Europe,35-44,25K-50K,137,9,8485.45,3,4,3,Champions
USR08228,China,Asia,25-34,50K-75K,128,7,8190.71,3,3,3,Champions
USR08229,Australia,Oceania,35-44,25K-50K,231,8,8334.68,2,4,3,Loyal Customers
USR08230,Germany,Europe,35-44,25K-50K,321,4,6217.9,2,2,3,Hibernating
USR08231,China,Asia,45-54,50K-75K,319,5,5262.719999999999,2,2,2,Hibernating
USR08232,Mexico,North America,35-44,25K-50K,22,9,11649.720000000001,4,4,4,Champions
USR08233,United States,North America,25-34,50K-75K,292,9,7204.72,2,4,3,Loyal Customers
USR08234,India,Asia,35-44,25K-50K,110,9,9495.720000000001,3,4,4,Champions
USR08235,China,Asia,25-34,25K-50K,66,7,11537.17,4,3,4,Champions
USR08236,United States,North America,35-44,50K-75K,701,3,4850.8,1,2,2,Hibernating
USR08237,Brazil,South America,35-44,50K-75K,47,6,1614.97,4,3,1,Loyal Customers
USR08238,Canada,North America,25-34,25K-50K,417,5,6187.13,1,2,3,Hibernating
USR08239,France,Europe,25-34,25K-50K,125,4,2405.31,3,2,1,Potential Loyalists
USR08240,France,Europe,25-34,50K-75K,811,2,1115.7,1,1,1,Hibernating
USR08241,Italy,Europe,18-24,50K-75K,125,5,8498.880000000001,3,2,3,Potential Loyalists
USR08242,China,Asia,25-34,25K-50K,961,2,1014.18,1,1,1,Hibernating
USR08243,Canada,North America,35-44,25K-50K,711,2,1807.16,1,1,1,Hibernating
USR08244,France,Europe,25-34,50K-75K,336,4,5011.13,2,2,2,Hibernating
USR08245,Italy,Europe,35-44,25K-50K,148,9,13655.27,3,4,4,Champions
USR08246,Canada,North America,35-44,25K-50K,165,6,11000.18,3,3,4,Champions
USR08247,Canada,North America,35-44,25K-50K,615,2,2555.62,1,1,1,Hibernating
USR08248,China,Asia,25-34,50K-75K,141,8,8747.03,3,4,3,Champions
USR08249,United States,North America,25-34,50K-75K,367,5,4794.9400000000005,2,2,2,Hibernating
USR08250,France,Europe,25-34,25K-50K,388,2,3441.96,2,1,2,Hibernating
USR08251,France,Europe,35-44,50K-75K,369,4,5356.73,2,2,2,Hibernating
USR08252,United States,North America,25-34,50K-75K,139,10,13540.09,3,4,4,Champions
USR08253,Germany,Europe,45-54,25K-50K,78,10,14451.2,4,4,4,Champions
USR08254,Spain,Europe,25-34,25K-50K,992,3,1520.3000000000002,1,2,1,Hibernating
USR08255,France,Europe,35-44,50K-75K,37,4,3193.2,4,2,2,Potential Loyalists
USR08256,Australia,Oceania,25-34,25K-50K,438,8,9620.02,1,4,4,At Risk
USR08257,Canada,North America,45-54,50K-75K,576,1,1588.74,1,1,1,Hibernating
USR08258,India,Asia,35-44,25K-50K,204,2,1929.01,2,1,1,Hibernating
USR08259,Italy,Europe,25-34,25K-50K,312,1,810.81,2,1,1,Hibernating
USR08260,Israel,Asia,35-44,50K-75K,52,6,5505.16,4,3,2,Loyal Customers
USR08261,China,Asia,25-34,25K-50K,137,10,7325.700000000001,3,4,3,Champions
USR08262,United Kingdom,Europe,25-34,50K-75K,135,5,7305.06,3,2,3,Potential Loyalists
USR08263,Brazil,South America,25-34,25K-50K,248,1,1117.6,2,1,1,Hibernating
USR08264,United Kingdom,Europe,25-34,25K-50K,625,5,4482.84,1,2,2,Hibernating
USR08265,China,Asia,25-34,25K-50K,137,10,15569.08,3,4,4,Champions
USR08266,Canada,North America,25-34,25K-50K,308,1,924.29,2,1,1,Hibernating
USR08267,Italy,Europe,25-34,25K-50K,284,6,4170.33,2,3,2,Loyal Customers
USR08268,Germany,Europe,25-34,50K-75K,104,10,11410.42,3,4,4,Champions
USR08269,Canada,North America,35-44,50K-75K,863,1,328.98,1,1,1,Hibernating
USR08270,Canada,North America,35-44,50K-75K,164,5,3146.29,3,2,2,Potential Loyalists
USR08271,Mexico,North America,35-44,25K-50K,375,10,16032.130000000001,2,4,4,Loyal Customers
USR08272,Italy,Europe,35-44,50K-75K,18,6,5897.42,4,3,2,Loyal Customers
USR08273,Germany,Europe,35-44,25K-50K,128,6,6499.34,3,3,3,Champions
USR08274,Mexico,North America,35-44,25K-50K,496,3,3222.06,1,2,2,Hibernating
USR08275,Mexico,North America,25-34,25K-50K,86,10,16318.27,3,4,4,Champions
USR08276,Brazil,South America,35-44,50K-75K,645,1,60.0,1,1,1,Hibernating
USR08277,United States,North America,35-44,25K-50K,390,10,5507.32,2,4,2,Loyal Customers
USR08278,Canada,North America,35-44,25K-50K,91,3,939.94,3,2,1,Potential Loyalists
USR08279,Mexico,North America,45-54,25K-50K,199,5,6520.610000000001,2,2,3,Hibernating
USR08280,Brazil,South America,35-44,50K-75K,270,6,8926.39,2,3,3,Loyal Customers
USR08281,Spain,Europe,25-34,50K-75K,489,2,2189.09,1,1,1,Hibernating
USR08282,India,Asia,35-44,50K-75K,17,3,2397.89,4,2,1,Potential Loyalists
USR08283,Italy,Europe,35-44,25K-50K,365,10,9291.98,2,4,4,Loyal Customers
USR08284,Brazil,South America,45-54,50K-75K,52,6,7407.99,4,3,3,Champions
USR08285,Australia,Oceania,35-44,50K-75K,80,6,7904.01,4,3,3,Champions
USR08286,Italy,Europe,55-64,50K-75K,37,4,2824.19,4,2,1,Potential Loyalists
USR08287,United Kingdom,Europe,45-54,50K-75K,39,9,8349.99,4,4,3,Champions
USR08288,France,Europe,45-54,50K-75K,575,2,2891.8,1,1,1,Hibernating
USR08289,Israel,Asia,35-44,25K-50K,807,3,2342.4700000000003,1,2,1,Hibernating
USR08290,Israel,Asia,35-44,25K-50K,907,1,2864.92,1,1,1,Hibernating
USR08291,United States,North America,35-44,25K-50K,37,1,635.98,4,1,1,Needs Attention
USR08292,Spain,Europe,25-34,25K-50K,6,4,4877.29,4,2,2,Potential Loyalists
USR08293,Australia,Oceania,35-44,50K-75K,78,10,16365.84,4,4,4,Champions
USR08294,Spain,Europe,35-44,50K-75K,198,7,8409.45,3,3,3,Champions
USR08295,Brazil,South America,35-44,25K-50K,106,7,9801.31,3,3,4,Champions
USR08296,Italy,Europe,45-54,50K-75K,77,4,3986.3500000000004,4,2,2,Potential Loyalists
USR08297,United States,North America,25-34,50K-75K,293,4,7950.43,2,2,3,Hibernating
USR08298,Mexico,North America,25-34,50K-75K,570,6,8080.7699999999995,1,3,3,At Risk
USR08299,United States,North America,35-44,25K-50K,267,8,12081.25,2,4,4,Loyal Customers
USR08300,Italy,Europe,25-34,50K-75K,76,9,10665.6,4,4,4,Champions
USR08301,France,Europe,35-44,25K-50K,83,7,9869.92,4,3,4,Champions
USR08302,Mexico,North America,25-34,25K-50K,327,1,806.98,2,1,1,Hibernating
USR08303,United States,North America,35-44,25K-50K,357,7,6478.04,2,3,3,Loyal Customers
USR08304,India,Asia,25-34,25K-50K,479,8,11778.4,1,4,4,At Risk
USR08305,Mexico,North America,35-44,25K-50K,395,7,8021.76,2,3,3,Loyal Customers
USR08306,Brazil,South America,45-54,50K-75K,659,2,3900.9300000000003,1,1,2,Hibernating
USR08307,France,Europe,35-44,25K-50K,867,3,4365.54,1,2,2,Hibernating
USR08308,Spain,Europe,25-34,50K-75K,238,5,4273.22,2,2,2,Hibernating
USR08309,China,Asia,25-34,50K-75K,87,8,9777.36,3,4,4,Champions
USR08310,France,Europe,18-24,50K-75K,1242,2,1400.4,1,1,1,Hibernating
USR08311,Mexico,North America,25-34,50K-75K,52,6,5828.92,4,3,2,Loyal Customers
USR08312,Mexico,North America,25-34,Up to 25K,365,2,2465.6800000000003,2,1,1,Hibernating
USR08313,Israel,Asia,25-34,50K-75K,1169,2,3387.0600000000004,1,1,2,Hibernating
USR08314,India,Asia,35-44,50K-75K,39,9,13809.900000000001,4,4,4,Champions
USR08315,China,Asia,45-54,25K-50K,325,1,1018.74,2,1,1,Hibernating
USR08316,France,Europe,35-44,25K-50K,455,7,9111.72,1,3,4,At Risk
USR08317,Mexico,North America,25-34,25K-50K,350,4,5544.62,2,2,2,Hibernating
USR08318,Australia,Oceania,25-34,25K-50K,1083,1,600.56,1,1,1,Hibernating
USR08319,Brazil,South America,35-44,25K-50K,11,5,8110.62,4,2,3,Potential Loyalists
USR08320,Spain,Europe,25-34,50K-75K,417,1,779.92,1,1,1,Hibernating
USR08321,United Kingdom,Europe,45-54,50K-75K,756,1,1141.4,1,1,1,Hibernating
USR08322,France,Europe,35-44,25K-50K,306,4,4490.35,2,2,2,Hibernating
USR08323,France,Europe,35-44,50K-75K,593,4,5468.33,1,2,2,Hibernating
USR08324,Brazil,South America,35-44,25K-50K,437,8,8990.41,1,4,3,At Risk
USR08325,United States,North America,25-34,25K-50K,1032,2,1586.96,1,1,1,Hibernating
USR08326,Canada,North America,25-34,50K-75K,55,5,6036.41,4,2,3,Potential Loyalists
USR08327,Canada,North America,25-34,25K-50K,3,8,6682.89,4,4,3,Champions
USR08328,Brazil,South America,35-44,25K-50K,139,9,10363.24,3,4,4,Champions
USR08329,France,Europe,18-24,50K-75K,13,6,5776.87,4,3,2,Loyal Customers
USR08330,Italy,Europe,18-24,25K-50K,168,5,4789.24,3,2,2,Potential Loyalists
USR08331,Italy,Europe,25-34,25K-50K,607,4,3468.5,1,2,2,Hibernating
USR08332,Brazil,South America,35-44,25K-50K,280,5,5867.89,2,2,2,Hibernating
USR08333,France,Europe,35-44,25K-50K,60,7,8966.44,4,3,3,Champions
USR08334,Canada,North America,25-34,50K-75K,1018,3,2835.07,1,2,1,Hibernating
USR08335,United Kingdom,Europe,35-44,25K-50K,398,4,6261.13,2,2,3,Hibernating
USR08336,Canada,North America,35-44,25K-50K,234,3,3055.34,2,2,1,Hibernating
USR08337,Germany,Europe,18-24,50K-75K,67,10,10007.9,4,4,4,Champions
USR08338,France,Europe,35-44,50K-75K,284,9,10972.16,2,4,4,Loyal Customers
USR08339,Australia,Oceania,35-44,50K-75K,73,9,12900.95,4,4,4,Champions
USR08340,Mexico,North America,25-34,50K-75K,251,6,6139.77,2,3,3,Loyal Customers
USR08341,Spain,Europe,25-34,25K-50K,325,2,1937.03,2,1,1,Hibernating
USR08342,Mexico,North America,35-44,50K-75K,3,10,17187.52,4,4,4,Champions
USR08343,United Kingdom,Europe,35-44,50K-75K,106,8,9067.130000000001,3,4,4,Champions
USR08344,India,Asia,45-54,25K-50K,210,8,5912.59,2,4,2,Loyal Customers
USR08345,United States,North America,35-44,25K-50K,239,5,7507.25,2,2,3,Hibernating
USR08346,Mexico,North America,25-34,50K-75K,1086,3,2747.75,1,2,1,Hibernating
USR08347,United Kingdom,Europe,35-44,50K-75K,432,7,6108.78,1,3,3,At Risk
USR08348,France,Europe,35-44,50K-75K,79,6,6678.7699999999995,4,3,3,Champions
USR08349,Canada,North America,35-44,50K-75K,34,4,3104.67,4,2,1,Potential Loyalists
USR08350,Mexico,North America,35-44,25K-50K,67,4,5991.5599999999995,4,2,2,Potential Loyalists
USR08351,Italy,Europe,35-44,50K-75K,1342,1,1148.72,1,1,1,Hibernating
USR08352,Spain,Europe,35-44,50K-75K,67,10,11274.81,4,4,4,Champions
USR08353,United States,North America,35-44,50K-75K,34,9,9247.029999999999,4,4,4,Champions
USR08354,Spain,Europe,35-44,50K-75K,60,10,14019.66,4,4,4,Champions
USR08355,China,Asia,35-44,50K-75K,249,8,8578.08,2,4,3,Loyal Customers
USR08356,Canada,North America,35-44,50K-75K,231,5,2803.46,2,2,1,Hibernating
USR08357,Australia,Oceania,35-44,25K-50K,69,3,2825.91,4,2,1,Potential Loyalists
USR08358,Canada,North America,45-54,25K-50K,16,5,3801.9,4,2,2,Potential Loyalists
USR08359,France,Europe,35-44,50K-75K,116,5,5611.98,3,2,2,Potential Loyalists
USR08360,China,Asia,35-44,25K-50K,970,4,4040.6800000000003,1,2,2,Hibernating
USR08361,India,Asia,35-44,50K-75K,518,7,11055.79,1,3,4,At Risk
USR08362,Canada,North America,25-34,25K-50K,437,1,1145.89,1,1,1,Hibernating
USR08363,India,Asia,35-44,50K-75K,247,8,8510.57,2,4,3,Loyal Customers
USR08364,Italy,Europe,35-44,50K-75K,62,7,3580.6800000000003,4,3,2,Loyal Customers
USR08365,United States,North America,25-34,50K-75K,926,4,6630.87,1,2,3,Hibernating
USR08366,United States,North America,25-34,25K-50K,100,7,9692.64,3,3,4,Champions
USR08367,Spain,Europe,35-44,25K-50K,168,10,14028.63,3,4,4,Champions
USR08368,India,Asia,25-34,50K-75K,49,5,4893.42,4,2,2,Potential Loyalists
USR08369,United States,North America,25-34,50K-75K,19,7,6167.39,4,3,3,Champions
USR08370,Spain,Europe,25-34,50K-75K,190,6,5489.15,3,3,2,Loyal Customers
USR08371,Brazil,South America,45-54,25K-50K,91,7,8001.29,3,3,3,Champions
USR08372,Germany,Europe,25-34,50K-75K,94,6,7698.51,3,3,3,Champions
USR08373,France,Europe,25-34,50K-75K,115,4,4745.99,3,2,2,Potential Loyalists
USR08374,Italy,Europe,25-34,25K-50K,112,5,2730.25,3,2,1,Potential Loyalists
USR08375,India,Asia,25-34,50K-75K,1329,1,972.0,1,1,1,Hibernating
USR08376,Israel,Asia,35-44,50K-75K,43,6,3629.4500000000003,4,3,2,Loyal Customers
USR08377,United Kingdom,Europe,25-34,Up to 25K,414,7,10762.76,1,3,4,At Risk
USR08378,France,Europe,35-44,25K-50K,44,10,13184.86,4,4,4,Champions
USR08379,Germany,Europe,18-24,50K-75K,398,3,3652.37,2,2,2,Hibernating
USR08380,Israel,Asia,35-44,25K-50K,166,7,7714.11,3,3,3,Champions
USR08381,Canada,North America,25-34,25K-50K,199,4,1827.71,2,2,1,Hibernating
USR08382,India,Asia,45-54,50K-75K,1280,1,722.15,1,1,1,Hibernating
USR08383,Italy,Europe,35-44,50K-75K,34,6,8483.56,4,3,3,Champions
USR08384,Germany,Europe,35-44,50K-75K,27,3,2464.63,4,2,1,Potential Loyalists
USR08385,Israel,Asia,35-44,25K-50K,286,5,6106.38,2,2,3,Hibernating
USR08386,Australia,Oceania,25-34,25K-50K,3,4,5159.9800000000005,4,2,2,Potential Loyalists
USR08387,Germany,Europe,45-54,50K-75K,103,10,12075.96,3,4,4,Champions
USR08388,Mexico,North America,18-24,25K-50K,225,6,7129.65,2,3,3,Loyal Customers
USR08389,France,Europe,25-34,50K-75K,660,4,6365.3,1,2,3,Hibernating
USR08390,China,Asia,25-34,25K-50K,288,4,8100.34,2,2,3,Hibernating
USR08391,Australia,Oceania,18-24,25K-50K,188,3,2654.58,3,2,1,Potential Loyalists
USR08392,Spain,Europe,35-44,25K-50K,277,7,6611.49,2,3,3,Loyal Customers
USR08393,Canada,North America,25-34,50K-75K,343,8,9973.95,2,4,4,Loyal Customers
USR08394,Israel,Asia,25-34,25K-50K,192,10,11250.15,3,4,4,Champions
USR08395,Israel,Asia,35-44,25K-50K,400,5,5891.139999999999,2,2,2,Hibernating
USR08396,United States,North America,25-34,25K-50K,198,7,7168.530000000001,3,3,3,Champions
USR08397,France,Europe,25-34,25K-50K,43,7,5859.87,4,3,2,Loyal Customers
USR08398,China,Asia,25-34,25K-50K,391,9,12555.6,2,4,4,Loyal Customers
USR08399,India,Asia,25-34,50K-75K,221,10,12523.63,2,4,4,Loyal Customers
USR08400,France,Europe,35-44,25K-50K,82,9,7899.99,4,4,3,Champions
USR08401,India,Asia,18-24,25K-50K,79,9,10806.43,4,4,4,Champions
USR08402,Germany,Europe,25-34,25K-50K,1320,1,736.31,1,1,1,Hibernating
USR08403,Australia,Oceania,25-34,50K-75K,298,3,2035.8899999999999,2,2,1,Hibernating
USR08404,Israel,Asia,25-34,50K-75K,210,2,2916.4,2,1,1,Hibernating
USR08405,France,Europe,25-34,25K-50K,99,10,15357.16,3,4,4,Champions
USR08406,Spain,Europe,25-34,25K-50K,274,9,11649.39,2,4,4,Loyal Customers
USR08407,Germany,Europe,35-44,50K-75K,464,8,9370.470000000001,1,4,4,At Risk
USR08408,India,Asia,35-44,Up to 25K,102,4,9595.11,3,2,4,Potential Loyalists
USR08409,Canada,North America,25-34,25K-50K,313,6,10234.68,2,3,4,Loyal Customers
USR08410,France,Europe,35-44,25K-50K,1298,1,1409.88,1,1,1,Hibernating
USR08411,United Kingdom,Europe,35-44,50K-75K,180,9,7098.35,3,4,3,Champions
USR08412,France,Europe,35-44,50K-75K,142,10,11862.630000000001,3,4,4,Champions
USR08413,Brazil,South America,35-44,25K-50K,145,6,6988.52,3,3,3,Champions
USR08414,Mexico,North America,25-34,50K-75K,573,5,8251.17,1,2,3,Hibernating
USR08415,Mexico,North America,25-34,50K-75K,143,3,3813.2400000000002,3,2,2,Potential Loyalists
USR08416,Brazil,South America,25-34,25K-50K,1067,4,7771.91,1,2,3,Hibernating
USR08417,Spain,Europe,45-54,25K-50K,276,9,10087.25,2,4,4,Loyal Customers
USR08418,Brazil,South America,35-44,50K-75K,484,2,5287.23,1,1,2,Hibernating
USR08419,China,Asia,25-34,25K-50K,51,7,9439.54,4,3,4,Champions
USR08420,Mexico,North America,25-34,25K-50K,83,5,5993.02,4,2,2,Potential Loyalists
USR08421,India,Asia,35-44,25K-50K,1230,1,1027.51,1,1,1,Hibernating
USR08422,Brazil,South America,25-34,25K-50K,1,6,7361.2699999999995,4,3,3,Champions
USR08423,Italy,Europe,18-24,50K-75K,79,6,9743.800000000001,4,3,4,Champions
USR08424,United Kingdom,Europe,35-44,50K-75K,73,2,2436.12,4,1,1,Needs Attention
USR08425,Australia,Oceania,35-44,25K-50K,248,10,11694.82,2,4,4,Loyal Customers
USR08426,India,Asia,45-54,50K-75K,122,4,4513.51,3,2,2,Potential Loyalists
USR08427,Brazil,South America,35-44,50K-75K,599,2,3110.58,1,1,1,Hibernating
USR08428,United States,North America,35-44,50K-75K,28,5,7950.4800000000005,4,2,3,Potential Loyalists
USR08429,Canada,North America,45-54,50K-75K,41,4,4433.9400000000005,4,2,2,Potential Loyalists
USR08430,France,Europe,35-44,50K-75K,122,10,12444.02,3,4,4,Champions
USR08431,France,Europe,35-44,25K-50K,41,7,8274.6,4,3,3,Champions
USR08432,Mexico,North America,45-54,25K-50K,327,6,4644.91,2,3,2,Loyal Customers
USR08433,Israel,Asia,35-44,25K-50K,101,4,2590.66,3,2,1,Potential Loyalists
USR08434,United Kingdom,Europe,35-44,25K-50K,125,7,4932.92,3,3,2,Loyal Customers
USR08435,Australia,Oceania,45-54,50K-75K,299,6,5763.15,2,3,2,Loyal Customers
USR08436,Israel,Asia,35-44,25K-50K,385,5,5659.05,2,2,2,Hibernating
USR08437,Mexico,North America,35-44,25K-50K,151,7,7356.08,3,3,3,Champions
USR08438,United Kingdom,Europe,25-34,25K-50K,137,9,7641.71,3,4,3,Champions
USR08439,Canada,North America,35-44,50K-75K,510,2,1759.37,1,1,1,Hibernating
USR08440,Spain,Europe,35-44,25K-50K,421,7,6413.1900000000005,1,3,3,At Risk
USR08441,India,Asia,35-44,50K-75K,187,8,9531.23,3,4,4,Champions
USR08442,Italy,Europe,35-44,50K-75K,320,5,3741.0,2,2,2,Hibernating
USR08443,Israel,Asia,35-44,25K-50K,915,3,2835.91,1,2,1,Hibernating
USR08444,Spain,Europe,35-44,25K-50K,501,8,10103.7,1,4,4,At Risk
USR08445,Australia,Oceania,25-34,25K-50K,668,1,476.97,1,1,1,Hibernating
USR08446,Brazil,South America,25-34,25K-50K,307,5,5047.13,2,2,2,Hibernating
USR08447,United States,North America,25-34,50K-75K,70,5,9426.25,4,2,4,Potential Loyalists
USR08448,France,Europe,18-24,25K-50K,71,10,9534.5,4,4,4,Champions
USR08449,United States,North America,25-34,50K-75K,12,1,390.0,4,1,1,Needs Attention
USR08450,Brazil,South America,35-44,25K-50K,92,6,8934.47,3,3,3,Champions
USR08451,China,Asia,18-24,50K-75K,23,8,8210.64,4,4,3,Champions
USR08452,Brazil,South America,45-54,25K-50K,63,10,13642.890000000001,4,4,4,Champions
USR08453,France,Europe,35-44,50K-75K,132,9,6110.780000000001,3,4,3,Champions
USR08454,Spain,Europe,35-44,25K-50K,62,6,3282.2200000000003,4,3,2,Loyal Customers
USR08455,United States,North America,35-44,50K-75K,303,8,11503.0,2,4,4,Loyal Customers
USR08456,China,Asia,25-34,50K-75K,838,2,2561.04,1,1,1,Hibernating
USR08457,Germany,Europe,35-44,25K-50K,133,9,8676.22,3,4,3,Champions
USR08458,United Kingdom,Europe,25-34,25K-50K,1031,2,1917.97,1,1,1,Hibernating
USR08459,Brazil,South America,55-64,25K-50K,150,2,2944.53,3,1,1,Needs Attention
USR08461,China,Asia,35-44,25K-50K,502,10,9948.04,1,4,4,At Risk
USR08462,Germany,Europe,45-54,25K-50K,158,7,7628.76,3,3,3,Champions
USR08463,Israel,Asia,35-44,25K-50K,1099,1,1648.88,1,1,1,Hibernating
USR08464,Italy,Europe,25-34,50K-75K,964,3,1077.92,1,2,1,Hibernating
